24-01-2013 17:30:01,658 [qtp2143632343-21] DEBUG org.hibernate.loader.collection.BasicCollectionLoader  - Static select for collection wsht.infrastructure.domain.entity.MessageSchema.messageField: select messagefie0_.WshtMessageSchema_id as WshtMess1_2_1_, messagefie0_.messageField_id as messageF2_1_, messagefie1_.id as id2_0_, messagefie1_.name as name25_0_, messagefie1_.type as type25_0_ from WshtMessageSchema_WshtMessageField messagefie0_ inner join WshtMessageField messagefie1_ on messagefie0_.messageField_id=messagefie1_.id where messagefie0_.WshtMessageSchema_id=?
24-01-2013 17:30:46,739 [qtp2143632343-21] INFO  org.apache.cxf.endpoint.ServerImpl  - Setting the server's publish address to be http://localhost:8080/services/taskOperations
24-01-2013 17:30:46,744 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/repositoryService> type <interface wsht.infrastructure.service.IRepositoryService>
24-01-2013 17:30:46,745 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.infrastructure.service.IRepositoryService>
24-01-2013 17:30:46,745 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/repositoryService
24-01-2013 17:30:46,745 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/db4oInterface> type <interface wsht.runtime.db4o.IDB4oInterface>
24-01-2013 17:30:46,746 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.runtime.db4o.IDB4oInterface>
24-01-2013 17:30:46,746 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/db4oInterface
24-01-2013 17:30:46,746 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/beanMapper> type <interface wsht.marshalling.IBeanMapper>
24-01-2013 17:30:46,747 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.marshalling.IBeanMapper>
24-01-2013 17:30:46,747 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/beanMapper
24-01-2013 17:30:46,747 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/taskModel> type <interface wsht.runtime.listeners.ITaskListener>
24-01-2013 17:30:46,748 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.runtime.listeners.ITaskListener>
24-01-2013 17:30:46,748 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl/taskModel
24-01-2013 17:30:46,750 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - building handler chain
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on org.oasis_open.docs.ns.bpel4people.ws_humantask.api._200803.TaskOperations
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on org.oasis_open.docs.ns.bpel4people.ws_humantask.api._200803.TaskOperations
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on wsht.infrastructure.webservice.WSHTService
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on java.lang.Object
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - no HandlerChain annotation on class wsht.infrastructure.webservice.programminginterface.TaskOperationsImpl
24-01-2013 17:30:46,751 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - Server is starting.
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - registering incoming observer: org.apache.cxf.transport.ChainInitiationObserver@16d9bb49
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - Activating receipt of incoming messages
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandlerCollection@63676602 + ContextHandler@3096c157@3096c157/services,null as handler
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandler@3096c157@3096c157/services,null + JettyHTTPHandler@796f4fac as handler
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting ContextHandler@3096c157@3096c157/services,null
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting JettyHTTPHandler@796f4fac@/services
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting JettyHTTPHandler@796f4fac@/services
24-01-2013 17:30:46,752 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED JettyHTTPHandler@796f4fac@/services
24-01-2013 17:30:46,753 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting ContextHandler@3096c157@3096c157/services,null
24-01-2013 17:30:46,753 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED ContextHandler@3096c157@3096c157/services,null
24-01-2013 17:30:46,753 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - register the server to serverRegistry 
24-01-2013 17:30:46,769 [qtp2143632343-21] WARN  org.springframework.context.support.SimpleThreadScope  - SimpleThreadScope does not support descruction callbacks. Consider using a RequestScope in a Web environment.
24-01-2013 17:30:46,771 [qtp2143632343-21] INFO  org.apache.cxf.service.factory.ReflectionServiceFactoryBean  - Creating Service {http://leantask.webservice.infrastructure.wsht/}LeanTaskOperationsImplService from class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.LeanTaskOperations
24-01-2013 17:30:47,466 [qtp2143632343-21] DEBUG org.apache.cxf.jaxb.JAXBDataBinding  - Created JAXBContext "jar:file:/C:/Users/ataman/.m2/repository/com/sun/xml/bind/jaxb-impl/2.2.7-b41/jaxb-impl-2.2.7-b41.jar!/com/sun/xml/bind/v2/runtime/JAXBContextImpl.class Build-Id: 2.2.7-b41
Classes known to this context:
  [B
  boolean
  byte
  char
  com.sun.xml.bind.api.CompositeStructure
  double
  float
  int
  java.awt.Image
  java.io.File
  java.lang.Boolean
  java.lang.Byte
  java.lang.Character
  java.lang.Class
  java.lang.Double
  java.lang.Float
  java.lang.Integer
  java.lang.Long
  java.lang.Object
  java.lang.Short
  java.lang.String
  java.lang.Void
  java.math.BigDecimal
  java.math.BigInteger
  java.net.URI
  java.net.URL
  java.util.Calendar
  java.util.Date
  java.util.GregorianCalendar
  java.util.UUID
  javax.activation.DataHandler
  javax.xml.bind.JAXBElement
  javax.xml.datatype.Duration
  javax.xml.datatype.XMLGregorianCalendar
  javax.xml.namespace.QName
  javax.xml.transform.Source
  long
  object.ClaimApprovalRequest
  object.ClaimApprovalResponse
  object.Customer
  object.Location
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TAggregate
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TArgument
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TBoolean
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TBooleanExpr
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCompletion
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCompletionBehavior
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TComposition
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCompositionType
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCopy
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadline
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadlineExpr
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadlines
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDefaultCompletion
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDelegation
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDescription
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDocumentation
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDurationExpr
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TEscalation
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExpression
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExtensibleElements
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExtensibleMixedContentElements
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExtension
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExtensions
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TFrom
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TGenericHumanRoleAssignment
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TGenericHumanRoleAssignmentBase
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.THumanInteractions
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TImport
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLeanTask
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLiteral
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLocalNotification
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLocalTask
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLogicalPeopleGroup
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLogicalPeopleGroups
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageChoice
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageDisplay
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageField
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageSchema
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TNotification
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TNotificationInterface
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TNotifications
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TParallel
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TParameter
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPattern
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPeopleAssignments
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPotentialDelegatees
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPotentialOwnerAssignment
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationElements
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationParameter
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationParameters
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPriorityExpr
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TQuery
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TReassignment
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TRendering
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TRenderings
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TResult
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TRoutingPatternType
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TSequence
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TSubtask
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTask
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTaskBase
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTaskInterface
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTasks
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TText
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TToPart
  org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TToParts
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTask
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTask$InputMessage
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsync
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsync$InputMessage
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsyncCallback
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsyncCallback$OutputMessage
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsyncResponse
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskResponse
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskResponse$OutputMessage
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.IllegalState
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ListLeanTaskDefinitions
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ListLeanTaskDefinitionsResponse
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ListLeanTaskDefinitionsResponse$LeanTaskDefinitions
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.RegisterLeanTaskDefinition
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.RegisterLeanTaskDefinitionResponse
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.UnregisterLeanTaskDefinition
  org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.UnregisterLeanTaskDefinitionResponse
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.Renderings
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TAttachment
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TAttachmentInfo
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TAttachmentInfos
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TComment
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TComments
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TFault
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TFaultData
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TMessagePartsData
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TOrganizationalEntity
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TPart
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TRendering
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TRenderingTypes
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskAbstract
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskDetails
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskEventType
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskHistoryFilter
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskInstanceData
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskOperation
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskOperations
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskQueryResultRow
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTaskQueryResultSet
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TTime
  org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TaskEvent
  short
  void
" with classes [class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsync, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsync$InputMessage, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExtensibleElements, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDocumentation, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTaskBase, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTaskInterface, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageSchema, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageField, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExtensibleMixedContentElements, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageDisplay, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TMessageChoice, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TExpression, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPriorityExpr, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPeopleAssignments, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TGenericHumanRoleAssignmentBase, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCompletionBehavior, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCompletion, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TBooleanExpr, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TResult, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDefaultCompletion, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPattern, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDelegation, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TFrom, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TArgument, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLiteral, class org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.TOrganizationalEntity, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPotentialDelegatees, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationElements, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TText, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationParameters, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TParameter, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationParameter, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDescription, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TQuery, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TRenderings, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TRendering, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadlines, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadline, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDurationExpr, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TDeadlineExpr, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TEscalation, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TToParts, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TToPart, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TNotification, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TNotificationInterface, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLocalNotification, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TReassignment, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPotentialOwnerAssignment, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TParallel, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TRoutingPatternType, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TSequence, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TComposition, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TSubtask, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TTask, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TBoolean, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLocalTask, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TCompositionType, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TLeanTask, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskAsyncResponse, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.RegisterLeanTaskDefinition, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.RegisterLeanTaskDefinitionResponse, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.IllegalState, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.UnregisterLeanTaskDefinition, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.UnregisterLeanTaskDefinitionResponse, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ListLeanTaskDefinitions, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ListLeanTaskDefinitionsResponse, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ListLeanTaskDefinitionsResponse$LeanTaskDefinitions, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTask, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTask$InputMessage, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskResponse, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.CreateLeanTaskResponse$OutputMessage, class org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.ObjectFactory, class org.oasis_open.docs.ns.bpel4people.ws_humantask.types._200803.ObjectFactory, class org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.ObjectFactory, class object.ClaimApprovalRequest, class object.ClaimApprovalResponse, class object.ObjectFactory].
24-01-2013 17:30:47,657 [qtp2143632343-21] INFO  org.apache.cxf.endpoint.ServerImpl  - Setting the server's publish address to be http://localhost:8080/services/leanTaskOperations
24-01-2013 17:30:47,658 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/context> type <interface javax.xml.ws.WebServiceContext>
24-01-2013 17:30:47,658 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/repositoryService> type <interface wsht.infrastructure.service.IRepositoryService>
24-01-2013 17:30:47,660 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.infrastructure.service.IRepositoryService>
24-01-2013 17:30:47,660 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/repositoryService
24-01-2013 17:30:47,660 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/beanMapper> type <interface wsht.marshalling.IBeanMapper>
24-01-2013 17:30:47,661 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.marshalling.IBeanMapper>
24-01-2013 17:30:47,661 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/beanMapper
24-01-2013 17:30:47,662 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/taskModel> type <interface wsht.runtime.listeners.ITaskListener>
24-01-2013 17:30:47,663 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <null> type <interface wsht.runtime.listeners.ITaskListener>
24-01-2013 17:30:47,663 [qtp2143632343-21] INFO  org.apache.cxf.common.injection.ResourceInjector  - failed to resolve resource wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/taskModel
24-01-2013 17:30:47,664 [qtp2143632343-21] DEBUG org.apache.cxf.resource.DefaultResourceManager  - resolving resource <wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl/context> type <interface javax.xml.ws.WebServiceContext>
24-01-2013 17:30:47,698 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - building handler chain
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.LeanTaskOperations
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on org.oasis_open.docs.ns.bpel4people.ws_humantask.leantask.api._200803.LeanTaskOperations
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on wsht.infrastructure.webservice.WSHTService
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on java.lang.Object
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - no HandlerChain annotation on class wsht.infrastructure.webservice.leantask.LeanTaskOperationsImpl
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - Server is starting.
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - registering incoming observer: org.apache.cxf.transport.ChainInitiationObserver@79be203a
24-01-2013 17:30:47,699 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - Activating receipt of incoming messages
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandlerCollection@63676602 + ContextHandler@3135fe47@3135fe47/services,null as handler
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandler@3135fe47@3135fe47/services,null + JettyHTTPHandler@4fc9008e as handler
